"Frequency Output","Frequency Input","FCC Callsign",Agency/Category,County,Description,"Alpha Tag","PL Output Tone","PL Input Tone",Mode,"Class Station Code",Tag
462.037500,0.00000,n/a,"Eastern Iowa Power Cooperative",Johnson,"Site: 001 Lone Tree",n/a,n/a,n/a,DMR,RM,TRS
462.037500,0.00000,n/a,"Red Star Yeast",Linn,"Site: 001 Cedar Rapids",n/a,n/a,n/a,DMR,RM,TRS
462.050000,467.05000,KDN825,"Businesses Delaney & Kelly",Statewide,"Delaney & Kelly",DelaneyKelly,"173.8 PL",,FM,RM,Business
462.050000,467.05000,WNLJ509,"Businesses Croell Redi-Mix, Inc",Statewide,"Croell Redi-Mix - West Union Shop",CroelRediFay,"432 DPL",,FM,RM,Business
462.050000,0.00000,WQFN963,"Businesses Manufacturing and Industrial",Statewide,"IPC Precast Concrete (in use)","IPC Ops A",,,DMR,M,Business
462.050000,0.00000,,"Businesses Other",Statewide,"Boomerang Corporation","Bommerang Corp","CC 6|TG 1|SL *",,DMR,RM,Business
462.050000,0.00000,,"Businesses Other",Statewide,"Boland Farms","Boland Farms","CC 6|TG 1|SL *",,DMR,RM,Business
462.062500,467.06250,WQJE491,"Businesses Casinos",Statewide,"Diamond Jo Casino 1","Diamond Jo 1","CC 1|TG 1000|SL 1",,DMR,RM,Business
462.062500,467.06250,WQPL519,"Businesses Cedar River Garden Center",Statewide,"Cedar River Garden Center","Cdr Rvr Gardn Cn",,,FMN,RM,Business
462.075000,467.07500,KCO528,"Hospitals St Lukes Hospital",Statewide,Lifeguard,Lifeguard,"CC 4|TG 200|SL 2",,DMR,RM,Hospital
462.075000,0.00000,n/a,"Mid American Energy",Webster,"Site: 24849 Fort Dodge",n/a,n/a,n/a,MPT-1327,RM,TRS
462.075000,467.07500,KCO528,"Hospitals St Lukes Hospital",Statewide,Security,"St Lukes Sec","CC 4|TG 100|SL 1",,DMR,RM,Security
462.087500,467.08750,WQAM402,"Business Jordan Creek Mall",Statewide,"Jordan Creek Mall","JordanCrk 1",,,FM,RM,Business
462.087500,467.08750,WQNB821,"Schools Mid Prairie Community School District",Statewide,Operations,MidPrairieCD,"55 RAN",,NXDN48,RM,Schools
462.087500,0.00000,,"Businesses Other",Statewide,"Danisco USA","Danisco USA","CC 1|TG 100|SL 1",,DMR,RM,Business
462.087500,0.00000,n/a,"Mid American Energy",Woodbury,"Site: 26000 Sergeant Bluff, IA",n/a,n/a,n/a,MPT-1327,RM,TRS
462.100000,467.10000,WNQF916,"Businesses Aggregates",Statewide,"Aggregates Inc",Aggregates,"103.5 PL",,FM,RM,Business
462.100000,467.10000,KNFB768,"Businesses James Maccani",Statewide,"Maccani, James",JamesMaccani,"103.5 PL",,FM,RM,Business
462.100000,467.10000,WPVY286,"Businesses Other",Statewide,"United States Gypsum","US Gypsum","411 DPL",,FM,RM,Business
462.100000,467.10000,KNIJ437,"Business GMG Community Schools",Statewide,"Bus Operations","GMG School","118.8 PL",,FMN,RM,Schools
462.100000,467.10000,WQEJ967,"Schools Des Moines Schools",Statewide,"Stowe School site? - Security Patrol","DMCSD Patrol","CC 2|TG 3000|SL 2",,DMR,RM,Schools
462.100000,467.10000,KNNJ738,"Businesses Isle of Capri Casino",Statewide,"Hotel Housekeeping","IofCC Hotel Hskp","365 DPL",,FMN,RM,Business
462.100000,467.10000,WQUU738,"Businesses Mason City Community School District",Statewide,School,MasonCitySchool,"CC 11|TG *|SL *",,DMR,RM,Schools
462.112500,467.11250,WQAP848,"Businesses Big River Resources",Statewide,"Loading / Dryer","BigRiver Loading","445 DPL",,FMN,RM,Business
462.112500,467.11250,WQLX531,"Schools Bondurant - Farrar Community School",Statewide,Operations,"B-F School","CC 1|TG 100|SL 1",,DMR,RM,Schools
462.112500,0.00000,n/a,"Flint Hills Resources Shell Rock, LLC",Butler,"Site: 001 Shell Rock",n/a,n/a,n/a,DMR,RM,TRS
462.112500,0.00000,n/a,"Grain Processing - Muscatine IA",Muscatine,"Site: 001 Primary (unconfirmed LCN)",n/a,n/a,n/a,DMR,RM,TRS
462.125000,467.12500,WQLQ510,"Schools Waukee Community School District",Statewide,Buses,"Waukee School",,,FMN,RM,Schools
462.125000,467.12500,WPJZ851,"Business Ag Processing INC",Statewide,"Ag Processing Plant Repeater",AgProcessing,"110.9 PL",,FM,RM,Business
462.125000,467.12500,WPET208,"Businesses Quaker Oats Company",Statewide,"Grinder Alarm","Quaker Oats","192.8 PL",,FM,RM,Business
462.137500,0.00000,n/a,"Archer Daniels Midland Company - Clinton",Clinton,"Site: 001 Clinton",n/a,n/a,n/a,LTR,RM,TRS
462.137500,0.00000,n/a,"MotoNet CP+ (DMR)",Fremont,"Site: 028 Hamburg",n/a,n/a,n/a,DMR,RM,TRS
462.150000,467.00000,WNVJ824,"Businesses Other Businesses",Statewide,"Kinney and Sons (Burlington)","Kinney and Sons","466 DPL",,FMN,RM,Business
462.150000,467.15000,WPAU238,"Businesses Communications Companies",Statewide,"Electronic Applications (Burlington)","EA 462.15 203.5","203.5 PL",,FMN,RM,Business
462.150000,467.15000,WPAU238,"Businesses Communications Companies",Statewide,"Electronic Applications (Burlington)","EA 462.15 118.8","118.8 PL",,FMN,RM,Business
462.150000,0.00000,n/a,"Davenport Community School District",Scott,"Site: 009 Williams",n/a,n/a,n/a,DMR,RM,TRS
462.150000,467.15000,WNBC331,"Businesses Other",Statewide,"Pederson Sanitation",PedersnTrash,,,FM,RM,Business
462.162500,467.16250,WQJN240,"Businesses Utilities",Statewide,"SOUTHWEST IOWA RENEWABLE ENERGYSouthwest Iowa Renewable Energy",SWIowaRenew,"173.8 PL",,FM,RM,Utilities
462.162500,0.00000,n/a,"Corn Belt Power Cooperative",Franklin,"Site: 014 Hampton",n/a,n/a,n/a,DMR,RM,TRS
462.162500,0.00000,n/a,"ESI Talk",Kossuth,"Site: 024 Algona",n/a,n/a,n/a,NXDN,RM,TRS
462.162500,0.00000,n/a,"Hilltop Communications / ESItalk",Kossuth,"Site: 024 Algona, IA",n/a,n/a,n/a,NXDN,RM,TRS
462.175000,467.17500,WPJR354,"Schools Logan Magnolia School District",Statewide,Buses,LoMagSchool,,,FM,RM,Schools
462.175000,467.17500,KNCU797,"Businesses Hospitals in Woodbury County",Statewide,"Mercy Medical Center 1","Mercy Hosp 1","136.5 PL",,FM,RM,Hospital
462.175000,467.17500,WPHV336,"Businesses Businesses",Statewide,"Radio Communications Repeater - Unknown user",RadioCommUnk,"731 DPL",,FMN,RM,Business
462.187500,0.00000,n/a,"Hilltop Communications / ESItalk",Emmet,"Site: 022 Estherville, IA",n/a,n/a,n/a,NXDN,RM,TRS
462.187500,0.00000,n/a,"ESI Talk",Emmet,"Site: 022 Estherville",n/a,n/a,n/a,NXDN,RM,TRS
462.200000,467.20000,KAR247,"Businesses Arconic - Davenport Works",Statewide,"Parts Department 1","Arconic Parts 1","141.3 PL",,FMN,RM,Business
462.200000,0.00000,n/a,"Deere and Company - DMR (IL/IA)",Wapello,"Site: 104 Ottumwa IA",n/a,n/a,n/a,DMR,RM,TRS
462.200000,0.00000,WQCT592,"Factories/Plants Steamboat Rock",Statewide,"Plant Operations Channel 5","PLCP Ch 5",,,FM,M,Business
462.200000,467.20000,WPGX831,"Businesses IPSCO Tubulars",Statewide,"IPSCO Tubular","IPSCO Tublr1","136.5 PL",,FM,RM,Business
462.200000,467.20000,WPKU959,"Businesses Nestle Beverage Co",Statewide,"Nestle Beverage Co",Nestle,"CC 1|TG 1001|SL 1",,DMR,RM,Business
462.225000,467.22500,WPFS487,"Businesses Fort Dodge Animal Health",Statewide,"Security / Maintenance / Operations Main Plant","FtD Animl Op",,,FM,RM,Business
462.225000,467.22500,WNKR658,"Businesses Archer Daniels Midland (ADM)",Statewide,"Corn Sweetners",ADM,"131.8 PL",,FM,RM,Business
462.225000,467.22500,WPLU413,"Businesses MIscellaneous",Statewide,"Roquette America (Keokuk)","RA Keokuk F","311 DPL",,FMN,RM,Business
462.225000,467.22500,KKJ647,"Business Marshalltown Community School District",Statewide,"High School","MCSC High School",,,NXDN48,RM,Schools
462.225000,0.00000,n/a,"Corn Belt Power Cooperative",Greene,"Site: 010 Grand Junction",n/a,n/a,n/a,DMR,RM,TRS
462.237500,0.00000,,"Businesses Miscellaneous",Statewide,"Von Maur	Distribution Center","Von Maur	Dis","134 DPL",,FMN,BM,Business
462.250000,467.25000,"KRS474 ","Business Whirlpool Corporation",Statewide,Operations,"Whirlpool Ops","179.9 PL",,FMN,RM,Business
462.250000,467.25000,WQHS405,"Businesses Covenant",Statewide,"Covenant Hospital","Covenant Hosp","731 DPL",,FMN,RM,Business
462.250000,0.00000,,"Businesses John Deere",Statewide,"John Deere Talk Around 1 - Used when repeater is down","JD TA 1","156 DPL",,FM,BM,Business
462.250000,467.25000,WNWU489,"Businesses Genecor International",Statewide,"Genecor International",Genecor,"156.7 PL",,FM,RM,Business
462.250000,467.25000,WPGX831,"Businesses IPSCO Tubulars",Statewide,"IPSCO Tubular - Yard","IPSCO Tublr2","136.5 PL",,FM,RM,Business
462.262500,0.00000,WQJW507,"Businesses Midland Forge",Statewide,"Midland Forge",MidlandForge,,,FM,M,Business
462.275000,467.27500,WQBD689,"Business Vermeer Manufacturing",Statewide,"Plant Repeater","Vermeer Mfr B","115 DPL",,FMN,RM,Business
462.275000,467.27500,"KRS474 ","Business Whirlpool Corporation",Statewide,Operations,"Whirlpool Ops","167.9 PL",,FMN,RM,Business
462.300000,467.30000,WQCU652,"Hospitals Mercy Medical Center - Downtown",Statewide,Operations,"Mercy Medical A","CC 1|TG *|SL *",,DMR,RM,Business
462.300000,467.30000,WXZ668,"Businesses Rockwell-Collins",Statewide,"Rockwell Cedar Rapids","Cedar Rapids","CC 1|TG 10001|SL 1",,DMR,RM,Security
462.300000,467.30000,WXZ668,"Businesses Rockwell-Collins",Statewide,"Rockwell Coralville",Coralville,"CC 1|TG 20002|SL 1",,DMR,RM,Business
462.300000,467.30000,WXZ668,"Businesses Rockwell-Collins",Statewide,"Rockwell Melbourne 1",Melbourne1,"CC 1|TG 30001|SL 1",,DMR,RM,Business
462.300000,467.30000,WXZ668,"Businesses Rockwell-Collins",Statewide,"Rockwell Melbourne 2",Melbourne2,"CC 1|TG 30002|SL 1",,DMR,RM,Business
462.300000,467.30000,WXZ668,"Businesses Rockwell-Collins",Statewide,"Rockwell Sterling",Sterling,"CC 1|TG 40002|SL 1",,DMR,RM,Business
462.300000,467.30000,WXZ668,"Businesses Rockwell-Collins",Statewide,"Rockwell Irvine, CA",Irvine,"CC 1|TG 50002|SL 1",,DMR,RM,Business
462.300000,467.30000,WXZ668,"Businesses Rockwell-Collins",Statewide,"Rockwell Richardson",Richardson,"CC 1|TG 60002|SL 1",,DMR,RM,Business
462.300000,467.30000,WXZ668,"Businesses Rockwell-Collins",Statewide,"Rockwell Salt Lake","Salt Lake","CC 1|TG 70002|SL 1",,DMR,RM,Business
462.300000,0.00000,WPGM447,"Businesses HLT Limited",Statewide,"HLT Channel 1","HLT CH 1","023 DPL",,FMN,BM,Business
462.300000,0.00000,,"Businesses Arconic - Davenport Works",Statewide,Facilities,"Arconic Facility","146.2 PL",,FMN,BM,Business
462.300000,467.30000,KNIR423,"Businesses Business",Statewide,"Tyson Foods, Storm Lake","Tyson Foods","127.3 PL",,FMN,RM,Business
462.300000,467.30000,WQHS405,"Businesses Covenant",Statewide,"Covenant Hospital - Security","Cove Hosp Sec","116 DPL",,FMN,RM,Security
462.300000,0.00000,,"Businesses John Deere",Statewide,"John Deere Talk Around 2 - Used when repeater is down","JD TA 2","156 DPL",,FM,BM,Business
462.300000,467.30000,KNIC460,"Business Kinze Manufacturing INC",Statewide,Operations,"Kinze RPTR","245 DPL",,FM,BM,Business
462.300000,0.00000,n/a,"Davenport Community School District",Scott,"Site: 006 Madison",n/a,n/a,n/a,DMR,RM,TRS
462.312500,0.00000,WQJW507,"Businesses Midland Forge",Statewide,"Midland Forge",MidlandForge,,,FM,M,Business
462.325000,467.32500,WNWU998,"Business Vermeer Manufacturing",Statewide,"Plant Repeater","Vermeer Mfr C","125 DPL",,FMN,RM,Business
462.325000,467.32500,"KRS474 ","Business Whirlpool Corporation",Statewide,Operations,"Whirlpool Ops","210.7 PL",,FMN,RM,Business
462.325000,0.00000,n/a,"Harrah's Council Bluffs",Pottawattamie,"Site: 001 Harrah's Casino",n/a,n/a,n/a,DMR,RM,TRS
462.337500,462.33750,WQUB525,"Schools Bremwood School",Statewide,"Bremwood School - Waverly",Bremwood,"155 DPL",,FMN,BM,Schools
462.337500,0.00000,,"Businesses Miscellaneous",Statewide,"Select Specialty	Maint/Janitorial","Select Speci","97.4 PL",,FMN,BM,Business
462.337500,467.33750,,"Businesses Cargill",Statewide,"Maintenance - TG 201, Slot 1&2",Maintenance,"CC 6|TG 201|SL *",,DMR,RM,Business
462.350000,467.35000,"KRS474 ","Business Whirlpool Corporation",Statewide,Operations,"Whirlpool Ops","131.8 PL",,FMN,RM,Business
462.350000,467.35000,"WQCT664 ","Businesses Tyson Foods (Waterloo)",Statewide,"Tyson Foods","Tyson Foods D","196.6 PL",,FMN,RM,Business
462.350000,0.00000,n/a,"Iowa Fertilizer Company",Lee,"Site: 001 Wever (Confirmed LCN)",n/a,n/a,n/a,DMR,RM,TRS
462.375000,467.37500,WQRB242,"Businesses Manufacturing and Industrial",Statewide,"S-L Bakery: Manufacturing/Line","S-L Bakery B","132 DPL",,FMN,RM,Business
462.375000,467.37500,WPLU413,"Businesses MIscellaneous",Statewide,"Roquette America: Mechanics/Electricians","RA Keokuk E","91.5 PL",,FMN,RM,Business
462.400000,467.70000,"KRS474 ","Business Whirlpool Corporation",Statewide,Operations,"Whirlpool Ops","146.2 PL",,FMN,RM,Business
462.400000,0.00000,n/a,"Prairie Meadows Casino",Polk,"Site: 001 Altoona",n/a,n/a,n/a,DMR,RM,TRS
462.400000,467.40000,WPAK306,"Businesses Other",Statewide,"Friskies Pet Care Products",Friskies,"146.2 PL",,FM,RM,Business
462.425000,467.42500,WQCT592,"Factories/Plants Steamboat Rock",Statewide,"Plant Operations/Repeater Channel 1","PLCP Ch 1","162 DPL",,FM,RM,Business
462.425000,0.00000,WQCT592,"Factories/Plants Steamboat Rock",Statewide,"Plant Operations Channel 2 (Talkaround)","PLCP Ch 2",,,FM,M,Business
462.425000,467.42500,WQL945,"Businesses John Deere - Davenport",Statewide,"Maintenance [Expired 7/15]","JD Maint","186.2 PL",,FMN,RM,Business
462.425000,0.00000,WQH563,"Businesses MIscellaneous",Statewide,"Griffin Wheel: Ops",GriffnWheelC,"100.0 PL",,FMN,M,Business
462.425000,0.00000,,"Businesses Catfish Bend Casino/FunCity Entertainment Complex (Burlington)",Statewide,"FunCity Hotel: Guest Services/Maintenance","Pzazz Ops B","103.5 PL",,FMN,M,Business
462.425000,467.42500,WPLQ993,"Businesses Manufacturing and Industrial",Statewide,"Federal Mogul Ignition Products: Security Phone Patch","FMIP Securit","123.0 PL",,FMN,RM,Security
462.425000,0.00000,n/a,"Davenport Community School District",Scott,"Site: 009 Williams",n/a,n/a,n/a,DMR,RM,TRS
462.425000,0.00000,n/a,"Deere and Company - DMR (IL/IA)",Wapello,"Site: 104 Ottumwa IA",n/a,n/a,n/a,DMR,RM,TRS
462.450000,467.45000,"KRS474 ","Business Whirlpool Corporation",Statewide,Operations,"Whirlpool Ops","91.5 PL",,FMN,RM,Business
462.475000,0.00000,n/a,"Mid American Energy",Jasper,"Site: 24801 Colfax",n/a,n/a,n/a,MPT-1327,RM,TRS
462.487500,0.00000,WRWD570,"Businesses Pries Enterprises",Statewide,"Machine Ops","Pries Machine Op",,,FMN,M,Business
462.500000,467.50000,WPCW354,"Businesses MIscellaneous",Statewide,"ADM Special Foods Ingredients (Keokuk)","ADM Keokuk","306 DPL",,FMN,RM,Business
462.500000,467.50000,WNCD220,"Businesses Quaker Oats Company",Statewide,"Quaker Oats Company","Quaker Oats","131.8 PL",,FM,RM,Business
462.500000,467.50000,WQOH516,"Businesses John Deere - Davenport",Statewide,"Parts Coordinators","JD PartsCoord","167.9 PL",,FMN,RM,Business
462.512500,0.00000,KKJ647,"Business Marshalltown Community School District",Statewide,"Hoglan Elementary School",HoglanElementary,,,FMN,M,Schools
462.525000,467.52500,WPLU413,"Businesses MIscellaneous",Statewide,"Roquette America: Manufacturing Ops","RA Keokuk D","136.5 PL",,FMN,RM,Business
462.525000,0.00000,KAR247,"Businesses Arconic - Davenport Works",Statewide,"Shipping Department 1","Arconic Shipping","141.3 PL",,FMN,BM,Business
462.525000,0.00000,n/a,"Corn Belt Power Cooperative",Grundy,"Site: 015 Wellsburg",n/a,n/a,n/a,DMR,RM,TRS
462.525000,0.00000,n/a,"Mid American Energy",Woodbury,"Site: 26000 Sergeant Bluff, IA",n/a,n/a,n/a,MPT-1327,RM,TRS
462.550000,467.55000,WRXZ779,"Businesses Donnellson Area",Statewide,"WRXZ779 Donnellson GMRS Repeater","WRXZ779 GMRS","254.1 PL",,FMN,RM,Other
462.575000,467.57500,WPRV616,"General Mobile Radio Service Repeaters",Statewide,"West Burlington GMRS Repeater","W BrlgtnGMRS","114.8 PL",,FM,RM,Other
462.600000,467.60000,WQPY702,"Businesses General Mobile Radio Service",Statewide,Repeater,"GMRS Rptr","141.3 PL",,FM,RM,Business
462.625000,467.62500,,Repeaters,"Black Hawk","Cedar-Loo REACT","C-loo REACT",,"141.3 PL",FM,RM,Ham
462.675000,467.67500,WPUE604,Repeaters,Adams,"GMRS SKYWARN",AdamsSKYWARN,,"141.3 PL",FM,RM,Ham
462.700000,467.70000,,"Businesses General Mobile Radio Service",Statewide,"West Burlington Repeater","W BrlgtnGMRS","051 DPL",,FM,RM,Business
462.700000,467.70000,WQYP723,"General Mobile Radio Service Repeaters",Statewide,"Burlington GMRS Repeater","Brlgtn GMRS","151.4 PL",,FMN,RM,Other
462.725000,467.72500,,"Businesses Center for Severe Storm Research (CSSR)",Statewide,"GMRS repeater for SKYWARN spotters in Van Buren County","Skywarn CSSR","250.3 PL",,FMN,RM,Business
462.725000,467.72500,WQYP723,"General Mobile Radio Service Repeaters",Statewide,"Burlington RV GMRS Repeater","Brlgtn RV GMRS","156.7 PL",,FMN,RM,Other
462.725000,467.72500,WPUE604,Repeaters,Adair,"GMRS Skywarn",AdairGMRS,,"141.3 PL",FM,RM,Ham
462.737500,467.73750,,"Business Other",Statewide,"Schminke Genetics","Schminke Genetic","5 RAN",,NXDN48,RM,Business
462.762500,0.00000,WQRU368,"Businesses Center for Severe Storm Research (CSSR)",Statewide,"Mobile Ch. 25","CSSR Ch 25","77.0 PL",,FMN,M,Business
462.775000,0.00000,WQDC218,"Business Hospitals",Statewide,"Story County Hospital - Security","SC Hosp Sec",,,FM,BM,Security
462.787500,0.00000,WQRU368,"Businesses Center for Severe Storm Research (CSSR)",Statewide,"Mobile Ch. 26","CSSR Ch 26","77.0 PL",,FMN,M,Business
462.812500,0.00000,WQRU368,"Businesses Center for Severe Storm Research (CSSR)",Statewide,"Mobile Ch. 27","CSSR Ch 27","77.0 PL",,FMN,M,Business
462.837500,0.00000,WQRU368,"Businesses Center for Severe Storm Research (CSSR)",Statewide,"Mobile Ch. 28","CSSR Ch 28","77.0 PL",,FMN,M,Business
462.862500,0.00000,WQRU368,"Businesses Center for Severe Storm Research (CSSR)",Statewide,"Mobile Ch. 29","CSSR Ch 29","77.0 PL",,FMN,M,Business
462.887500,0.00000,WQRU368,"Businesses Center for Severe Storm Research (CSSR)",Statewide,"Mobile Ch. 30","CSSR Ch 30","77.0 PL",,FMN,M,Business
462.912500,0.00000,WQRU368,"Businesses Center for Severe Storm Research (CSSR)",Statewide,"Mobile Ch. 31","CSSR Ch 31","77.0 PL",,FMN,M,Business
462.950000,0.00000,WQPK228,"Medevac Mercy Air One - Des Moines",Statewide,"Mercy One Helicopter","Mercy 1 DM",,,FMN,BM,"EMS Dispatch"
462.950000,0.00000,,"Medevac Mercy Air Med - Mason City",Statewide,"Mercy Air Life North - Mason City - Med Flight","Mercy North",,,FM,,"EMS Dispatch"
462.975000,0.00000,KMA723,"Sac County",Sac,"Relay for EMS Dispatch",SacEMSXBand,CSQ,,FMN,F,"EMS Dispatch"
463.075000,468.07500,KTE529,"Southeast Iowa Regional Medical Center (West Burlington)","Des Moines","EMS to Great River Medical Center (Med-4)","EMS Med-4","192.8 PL",,FMN,BM,Hospital
463.075000,468.07500,WNML960,"University of Iowa Hospitals and Clinics",Johnson,"Aircare Disptach - Patched to RACOM 1902",Aircare,"192.8 PL",,FMN,RM,"EMS Dispatch"
463.075000,468.07500,,"Medevac AirCare 1 - Iowa City",Statewide,"AirCare 1 Dispatch (Iowa City)","AirCare 1","192.8 PL",,FM,RM,"EMS Dispatch"
463.075000,468.07500,,"Medevac AirCare 3 - Dubuque",Statewide,"AirCare 3 Dispatch (Dubuque)","AirCare 3","192.8 PL",,FMN,RM,"EMS Dispatch"
463.125000,468.12500,KTE529,Burlington,"Des Moines","Flint Hills Golf Course","Flint Hills Golf","125 DPL",,FMN,RM,Business
463.125000,468.12500,WQJV637,"Business Frontier Cooperative",Statewide,"Frontier Cooperative Herbs (Norway)",FrontierCoop,,,FM,RM,Business
463.175000,468.17500,WQI577,"Medevac Life Flight - Des Moines",Statewide,"Life Flight - Paging","Life Flight",,,FM,BM,"EMS Dispatch"
463.200000,0.00000,WPEP669,"Iowa Railroads Operations",Statewide,"Operations 1","MCRR 1",,,FMN,,Railroad
463.200000,0.00000,,"Businesses Miscellaneous",Statewide,"North Ridge Retirement	Staff","North Ridge ","118.8 PL",,FMN,BM,Business
463.200000,468.20000,WPEP669,"Business Midwest Old Threshers",Statewide,"Midwest Central RR",MCRR,"606 DPL",,FMN,RM,Business
463.200000,468.20000,WSDK947,"Businesses Businesses",Statewide,"Northwest Iowa Area Solid Waste Agency","NW IA Landfill",,,FM,RM,Business
463.200000,0.00000,n/a,"Pleasant Valley Community School District",Scott,"Site: 001 Confirmed LCN",n/a,n/a,n/a,NXDN,RM,TRS
463.212500,0.00000,n/a,"Mid American Energy",Scott,"Site: 24817 Bettendorf",n/a,n/a,n/a,MPT-1327,RM,TRS
463.212500,0.00000,n/a,"Meskwaki Bingo-Casino-Hotel",Tama,"Site: 001 Primary",n/a,n/a,n/a,DMR,RM,TRS
463.212500,0.00000,n/a,"Corn Belt Power Cooperative",Bremer,"Site: 016 Plainfield",n/a,n/a,n/a,DMR,RM,TRS
463.212500,0.00000,n/a,"Eastern Iowa Power Cooperative","Des Moines","Site: 001 West Burlington",n/a,n/a,n/a,DMR,RM,TRS
463.225000,468.22500,WNLP952,"Grain Cooperatives Prairie City",Statewide,Operations,HeartlndCOOP,"192.8 PL",,FM,RM,Business
463.225000,0.00000,n/a,"Horseshoe Council Bluffs",Pottawattamie,"Site: 001 Horseshoe Casino",n/a,n/a,n/a,DMR,RM,TRS
463.237500,468.23750,WQLV620,"Businesses Nestle Purina Pet Care",Statewide,"Nestle Purina Pet Care","NPPC Ops 1","118.8 PL",,FMN,RM,Business
463.237500,468.23750,WQFJ776,"Schools / Colleges Grinnell College",Statewide,"Dining Services","GrinCol Food",,,DMR,RM,Business
